country;year;sex;age;suicides_no;population;suicides/100k pop;country-year;HDI for year;  gdp_for_year ($)  ;gdp_per_capita ($);generation
Australia;2010;male;55-74 years;360;2.051.197;17,55;Australia2010;0,93;R$ 1.144.260.547.873;R$ 54.887,00;Silent
Australia;2010;male;15-24 years;222;1.618.860;13,71;Australia2010;0,93;R$ 1.144.260.547.873;R$ 54.887,00;Millenials
Australia;2010;female;35-54 years;228;3.132.534;7,28;Australia2010;0,93;R$ 1.144.260.547.873;R$ 54.887,00;Generation X
Australia;2010;female;25-34 years;94;1.579.905;5,95;Australia2010;0,93;R$ 1.144.260.547.873;R$ 54.887,00;Generation X
Australia;2010;female;75+ years;43;805.401;5,34;Australia2010;0,93;R$ 1.144.260.547.873;R$ 54.887,00;Silent
Australia;2010;female;15-24 years;80;1.521.652;5,26;Australia2010;0,93;R$ 1.144.260.547.873;R$ 54.887,00;Millenials
Australia;2010;female;55-74 years;104;2.103.428;4,94;Australia2010;0,93;R$ 1.144.260.547.873;R$ 54.887,00;Silent
Australia;2010;male;5-14 years;7;1.420.846;0,49;Australia2010;0,93;R$ 1.144.260.547.873;R$ 54.887,00;Generation Z
Australia;2010;female;5-14 years;4;1.348.336;0,3;Australia2010;0,93;R$ 1.144.260.547.873;R$ 54.887,00;Generation Z
Australia;2011;male;75+ years;146;588.053;24,83;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Silent
Australia;2011;male;35-54 years;704;3.072.726;22,91;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Generation X
Australia;2011;male;25-34 years;347;1.610.295;21,55;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Millenials
Australia;2011;male;55-74 years;366;2.104.816;17,39;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Boomers
Australia;2011;male;15-24 years;242;1.570.069;15,41;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Millenials
Australia;2011;female;35-54 years;230;3.124.328;7,36;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Generation X
Australia;2011;female;15-24 years;93;1.495.053;6,22;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Millenials
Australia;2011;female;55-74 years;118;2.139.108;5,52;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Boomers
Australia;2011;female;75+ years;45;817.927;5,5;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Silent
Australia;2011;female;25-34 years;85;1.584.036;5,37;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Millenials
Australia;2011;female;5-14 years;9;1.351.751;0,67;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Generation Z
Australia;2011;male;5-14 years;7;1.423.748;0,49;Australia2011;0,93;R$ 1.394.280.784.778;R$ 66.770,00;Generation Z
Australia;2012;male;75+ years;158;606.842;26,04;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Silent
Australia;2012;male;35-54 years;802;3.098.534;25,88;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Generation X
Australia;2012;male;25-34 years;351;1.657.638;21,17;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Millenials
Australia;2012;male;55-74 years;396;2.162.980;18,31;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Boomers
Australia;2012;male;15-24 years;217;1.579.672;13,74;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Millenials
Australia;2012;female;35-54 years;258;3.149.749;8,19;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Generation X
Australia;2012;female;15-24 years;109;1.503.934;7,25;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Millenials
Australia;2012;female;75+ years;52;832.122;6,25;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Silent
Australia;2012;female;25-34 years;98;1.630.077;6,01;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Millenials
Australia;2012;female;55-74 years;123;2.206.179;5,58;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Boomers
Australia;2012;female;5-14 years;10;1.368.580;0,73;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Generation Z
Australia;2012;male;5-14 years;6;1.442.602;0,42;Australia2012;0,93;R$ 1.543.411.012.580;R$ 72.669,00;Generation Z
Australia;2013;male;75+ years;160;627.275;25,51;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Silent
Australia;2013;male;35-54 years;754;3.118.829;24,18;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Generation X
Australia;2013;male;25-34 years;329;1.702.401;19,33;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Millenials
Australia;2013;male;55-74 years;418;2.221.866;18,81;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Boomers
Australia;2013;male;15-24 years;267;1.591.539;16,78;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Millenials
Australia;2013;female;35-54 years;275;3.171.477;8,67;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Generation X
Australia;2013;female;55-74 years;145;2.276.104;6,37;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Boomers
Australia;2013;female;15-24 years;95;1.512.779;6,28;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Millenials
Australia;2013;female;25-34 years;95;1.676.648;5,67;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Millenials
Australia;2013;female;75+ years;48;847.577;5,66;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Silent
Australia;2013;male;5-14 years;16;1.464.302;1,09;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Generation Z
Australia;2013;female;5-14 years;6;1.389.383;0,43;Australia2013;0,93;R$ 1.573.696.522.007;R$ 72.856,00;Generation Z
Australia;2014;male;35-54 years;866;3.130.341;27,66;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Generation X
Australia;2014;male;75+ years;164;649.925;25,23;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Silent
Australia;2014;male;25-34 years;404;1.730.968;23,34;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Millenials
Australia;2014;male;55-74 years;471;2.279.114;20,67;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Boomers
Australia;2014;male;15-24 years;271;1.604.935;16,89;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Millenials
Australia;2014;female;35-54 years;277;3.189.475;8,68;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Generation X
Australia;2014;female;25-34 years;119;1.716.803;6,93;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Millenials
Australia;2014;female;55-74 years;157;2.344.644;6,7;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Boomers
Australia;2014;female;15-24 years;96;1.520.955;6,31;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Millenials
Australia;2014;female;75+ years;45;865.915;5,2;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Silent
Australia;2014;female;5-14 years;15;1.408.758;1,06;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Generation Z
Australia;2014;male;5-14 years;6;1.485.754;0,4;Australia2014;0,94;R$ 1.464.955.475.994;R$ 66.809,00;Generation Z
Australia;2015;male;35-54 years;944;3.149.299;29,97;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Generation X
Australia;2015;male;75+ years;181;673.787;26,86;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Silent
Australia;2015;male;25-34 years;423;1.762.265;24;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Millenials
Australia;2015;male;55-74 years;457;2.337.430;19,55;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Boomers
Australia;2015;male;15-24 years;281;1.608.990;17,46;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Millenials
Australia;2015;female;35-54 years;294;3.203.643;9,18;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Generation X
Australia;2015;female;15-24 years;110;1.526.305;7,21;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Millenials
Australia;2015;female;25-34 years;119;1.747.715;6,81;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Millenials
Australia;2015;female;55-74 years;152;2.411.343;6,3;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Boomers
Australia;2015;female;75+ years;52;884.347;5,88;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Silent
Australia;2015;female;5-14 years;8;1.428.159;0,56;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Generation Z
Australia;2015;male;5-14 years;6;1.507.502;0,4;Australia2015;;R$ 1.349.034.029.453;R$ 60.656,00;Generation Z
Austria;1985;male;75+ years;152;156.535;97,1;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;G.I. Generation
Austria;1985;male;55-74 years;355;584.253;60,76;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;G.I. Generation
Austria;1985;male;35-54 years;515;940.526;54,76;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;Silent
Austria;1985;male;25-34 years;232;548.783;42,28;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;Boomers
Austria;1985;female;75+ years;110;339.223;32,43;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;G.I. Generation
Austria;1985;male;15-24 years;207;653.728;31,66;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;Generation X
Austria;1985;female;55-74 years;220;842.978;26,1;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;G.I. Generation
Austria;1985;female;35-54 years;186;936.799;19,85;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;Silent
Austria;1985;female;25-34 years;56;544.765;10,28;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;Boomers
Austria;1985;female;15-24 years;50;633.592;7,89;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;Generation X
Austria;1985;male;5-14 years;6;475.074;1,26;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;Generation X
Austria;1985;female;5-14 years;2;453.859;0,44;Austria1985;0,76;R$ 69.386.774.475;R$ 9.759,00;Generation X
Austria;1986;male;75+ years;173;158.694;109,01;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;G.I. Generation
Austria;1986;male;55-74 years;355;588.309;60,34;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;G.I. Generation
Austria;1986;male;35-54 years;507;944.245;53,69;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;Silent
Austria;1986;male;25-34 years;272;564.104;48,22;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;Boomers
Austria;1986;female;75+ years;110;345.431;31,84;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;G.I. Generation
Austria;1986;male;15-24 years;199;645.787;30,82;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;Generation X
Austria;1986;female;55-74 years;195;835.145;23,35;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;G.I. Generation
Austria;1986;female;35-54 years;182;941.348;19,33;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;Silent
Austria;1986;female;25-34 years;80;558.561;14,32;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;Boomers
Austria;1986;female;15-24 years;60;625.356;9,59;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;Generation X
Austria;1986;male;5-14 years;5;466.847;1,07;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;Generation X
Austria;1986;female;5-14 years;1;445.322;0,22;Austria1986;;R$ 99.036.165.210;R$ 13.911,00;Generation X
Austria;1987;male;75+ years;208;161.591;128,72;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;G.I. Generation
Austria;1987;male;55-74 years;332;591.322;56,15;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;G.I. Generation
Austria;1987;male;35-54 years;471;949.485;49,61;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;Silent
Austria;1987;male;25-34 years;247;581.153;42,5;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;Boomers
Austria;1987;female;75+ years;126;352.121;35,78;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;G.I. Generation
Austria;1987;male;15-24 years;185;632.704;29,24;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;Generation X
Austria;1987;female;55-74 years;230;826.662;27,82;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;G.I. Generation
Austria;1987;female;35-54 years;155;947.458;16,36;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;Silent
Austria;1987;female;25-34 years;62;573.764;10,81;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;Boomers
Austria;1987;female;15-24 years;49;611.922;8,01;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;Generation X
Austria;1987;female;5-14 years;2;440.140;0,45;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;Generation X
Austria;1987;male;5-14 years;2;461.684;0,43;Austria1987;;R$ 124.168.442.860;R$ 17.415,00;Generation X
Austria;1988;male;75+ years;183;164.555;111,21;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;G.I. Generation
Austria;1988;male;55-74 years;309;593.425;52,07;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;G.I. Generation
Austria;1988;male;35-54 years;431;957.006;45,04;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;Silent
Austria;1988;male;25-34 years;229;599.279;38,21;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;Boomers
Austria;1988;female;75+ years;108;359.018;30,08;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;G.I. Generation
Austria;1988;male;15-24 years;168;616.255;27,26;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;Generation X
Austria;1988;female;55-74 years;186;817.219;22,76;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;G.I. Generation
Austria;1988;female;35-54 years;144;955.925;15,06;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;Silent
Austria;1988;female;25-34 years;61;589.460;10,35;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;Boomers
Austria;1988;female;15-24 years;28;595.218;4,7;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;Generation X
Austria;1988;female;5-14 years;2;437.734;0,46;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;Generation X
Austria;1988;male;5-14 years;2;459.316;0,44;Austria1988;;R$ 133.339.397.080;R$ 18.663,00;Generation X
Austria;1989;male;75+ years;166;166.370;99,78;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;G.I. Generation
Austria;1989;male;55-74 years;358;594.776;60,19;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;G.I. Generation
Austria;1989;male;35-54 years;402;968.546;41,51;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;Silent
Austria;1989;female;75+ years;134;364.652;36,75;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;G.I. Generation
Austria;1989;male;25-34 years;218;621.738;35,06;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;Boomers
Austria;1989;male;15-24 years;163;601.397;27,1;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;Generation X
Austria;1989;female;55-74 years;182;807.459;22,54;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;G.I. Generation
Austria;1989;female;35-54 years;156;967.898;16,12;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;Silent
Austria;1989;female;25-34 years;65;607.791;10,69;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;Boomers
Austria;1989;female;15-24 years;48;580.616;8,27;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;Generation X
Austria;1989;male;5-14 years;6;459.307;1,31;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;Generation X
Austria;1989;female;5-14 years;0;437.116;0;Austria1989;;R$ 133.105.805.928;R$ 18.544,00;Generation X
Austria;1990;male;75+ years;186;165.206;112,59;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;G.I. Generation
Austria;1990;male;55-74 years;320;598.225;53,49;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;G.I. Generation
Austria;1990;male;35-54 years;418;985.787;42,4;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;Silent
Austria;1990;female;75+ years;132;365.227;36,14;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;G.I. Generation
Austria;1990;male;25-34 years;209;646.830;32,31;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;Boomers
Austria;1990;male;15-24 years;150;589.106;25,46;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;Generation X
Austria;1990;female;55-74 years;173;802.079;21,57;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;G.I. Generation
Austria;1990;female;35-54 years;150;984.274;15,24;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;Silent
Austria;1990;female;25-34 years;53;626.994;8,45;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;Boomers
Austria;1990;female;15-24 years;31;568.627;5,45;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;Generation X
Austria;1990;female;5-14 years;2;437.872;0,46;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;Generation X
Austria;1990;male;5-14 years;1;461.126;0,22;Austria1990;0,79;R$ 166.463.386.663;R$ 23.020,00;Generation X
Austria;1991;male;75+ years;209;160.210;130,45;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;G.I. Generation
Austria;1991;male;55-74 years;336;605.807;55,46;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Silent
Austria;1991;male;35-54 years;402;1.008.702;39,85;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Boomers
Austria;1991;male;25-34 years;197;670.763;29,37;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Boomers
Austria;1991;female;75+ years;98;358.612;27,33;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;G.I. Generation
Austria;1991;male;15-24 years;153;576.378;26,55;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Generation X
Austria;1991;female;55-74 years;144;804.082;17,91;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Silent
Austria;1991;female;35-54 years;145;1.006.052;14,41;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Boomers
Austria;1991;female;25-34 years;49;644.696;7,6;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Boomers
Austria;1991;female;15-24 years;34;556.831;6,11;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Generation X
Austria;1991;male;5-14 years;2;465.821;0,43;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Millenials
Austria;1991;female;5-14 years;0;441.774;0;Austria1991;;R$ 173.794.177.725;R$ 23.808,00;Millenials
Austria;1992;male;75+ years;179;153.805;116,38;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;G.I. Generation
Austria;1992;male;55-74 years;347;615.819;56,35;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Silent
Austria;1992;male;35-54 years;405;1.034.871;39,14;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Boomers
Austria;1992;male;25-34 years;204;691.098;29,52;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Boomers
Austria;1992;female;75+ years;98;348.912;28,09;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;G.I. Generation
Austria;1992;male;15-24 years;142;562.276;25,25;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Generation X
Austria;1992;female;55-74 years;132;809.987;16,3;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Silent
Austria;1992;female;35-54 years;163;1.031.440;15,8;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Boomers
Austria;1992;female;25-34 years;50;660.870;7,57;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Boomers
Austria;1992;female;15-24 years;33;544.520;6,06;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Generation X
Austria;1992;male;5-14 years;5;472.966;1,06;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Millenials
Austria;1992;female;5-14 years;1;448.804;0,22;Austria1992;;R$ 195.078.126.346;R$ 26.450,00;Millenials
Austria;1993;male;75+ years;200;147.907;135,22;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;G.I. Generation
Austria;1993;male;55-74 years;314;627.612;50,03;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Silent
Austria;1993;male;35-54 years;377;1.059.028;35,6;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Boomers
Austria;1993;male;25-34 years;228;706.145;32,29;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Boomers
Austria;1993;female;75+ years;88;339.249;25,94;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;G.I. Generation
Austria;1993;male;15-24 years;119;544.899;21,84;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Generation X
Austria;1993;female;55-74 years;139;817.689;17;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Silent
Austria;1993;female;35-54 years;140;1.054.036;13,28;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Boomers
Austria;1993;female;25-34 years;54;673.654;8,02;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Boomers
Austria;1993;female;15-24 years;35;529.287;6,61;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Generation X
Austria;1993;male;5-14 years;6;479.134;1,25;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Millenials
Austria;1993;female;5-14 years;4;454.929;0,88;Austria1993;;R$ 190.379.720.927;R$ 25.611,00;Millenials
Austria;1994;male;75+ years;174;145.328;119,73;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;G.I. Generation
Austria;1994;male;55-74 years;331;646.545;51,2;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Silent
Austria;1994;male;35-54 years;432;1.071.436;40,32;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Boomers
Austria;1994;male;25-34 years;207;711.945;29,08;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Boomers
Austria;1994;female;75+ years;93;335.528;27,72;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;G.I. Generation
Austria;1994;male;15-24 years;136;525.346;25,89;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Generation X
Austria;1994;female;55-74 years;149;830.130;17,95;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Silent
Austria;1994;female;35-54 years;151;1.064.408;14,19;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Boomers
Austria;1994;female;25-34 years;58;679.708;8,53;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Boomers
Austria;1994;female;15-24 years;34;510.791;6,66;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Generation X
Austria;1994;female;5-14 years;6;458.807;1,31;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Millenials
Austria;1994;male;5-14 years;5;482.580;1,04;Austria1994;;R$ 203.535.242.742;R$ 27.274,00;Millenials
Austria;1995;male;75+ years;184;147.262;124,95;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;G.I. Generation
Austria;1995;male;55-74 years;333;670.553;49,66;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Silent
Austria;1995;male;35-54 years;437;1.074.328;40,68;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Boomers
Austria;1995;male;25-34 years;237;707.468;33,5;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Generation X
Austria;1995;female;75+ years;100;341.098;29,32;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;G.I. Generation
Austria;1995;male;15-24 years;134;509.262;26,31;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Generation X
Austria;1995;female;55-74 years;141;843.210;16,72;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Silent
Austria;1995;female;35-54 years;136;1.065.630;12,76;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Boomers
Austria;1995;female;25-34 years;59;678.262;8,7;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Generation X
Austria;1995;female;15-24 years;19;495.368;3,84;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Generation X
Austria;1995;male;5-14 years;8;483.644;1,65;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Millenials
Austria;1995;female;5-14 years;0;460.945;0;Austria1995;0,82;R$ 241.038.283.063;R$ 32.237,00;Millenials
Austria;1996;male;75+ years;188;151.691;123,94;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;G.I. Generation
Austria;1996;male;55-74 years;381;690.803;55,15;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Silent
Austria;1996;male;35-54 years;452;1.080.848;41,82;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Boomers
Austria;1996;female;75+ years;112;351.514;31,86;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;G.I. Generation
Austria;1996;male;25-34 years;203;696.869;29,13;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Generation X
Austria;1996;male;15-24 years;108;498.112;21,68;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Generation X
Austria;1996;female;55-74 years;126;850.049;14,82;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Silent
Austria;1996;female;35-54 years;140;1.070.879;13,07;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Boomers
Austria;1996;female;25-34 years;53;672.341;7,88;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Generation X
Austria;1996;female;15-24 years;12;485.090;2,47;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Generation X
Austria;1996;male;5-14 years;4;483.799;0,83;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Millenials
Austria;1996;female;5-14 years;0;461.711;0;Austria1996;;R$ 237.250.948.791;R$ 31.660,00;Millenials
Austria;1997;male;75+ years;159;156.997;101,28;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;G.I. Generation
Austria;1997;male;55-74 years;313;704.226;44,45;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Silent
Austria;1997;male;35-54 years;379;1.095.317;34,6;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Boomers
Austria;1997;male;25-34 years;201;682.210;29,46;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Generation X
Austria;1997;male;15-24 years;121;490.385;24,67;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Generation X
Austria;1997;female;75+ years;83;363.002;22,86;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;G.I. Generation
Austria;1997;female;55-74 years;131;850.056;15,41;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Silent
Austria;1997;female;35-54 years;131;1.084.510;12,08;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Boomers
Austria;1997;female;25-34 years;48;663.325;7,24;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Generation X
Austria;1997;female;15-24 years;23;477.550;4,82;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Generation X
Austria;1997;male;5-14 years;2;483.890;0,41;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Millenials
Austria;1997;female;5-14 years;1;461.121;0,22;Austria1997;;R$ 212.790.348.405;R$ 28.325,00;Millenials
Austria;1998;male;75+ years;165;162.132;101,77;Austria1998;;R$ 218.259.904.402;R$ 28.972,00;G.I. Generation
